code,url,product_name,quantity,packaging_tags,categories_tags,origins,manufacturing_places_tags,labels_tags,countries_tags,ingredients_tags,allergens,traces,additives_tags,image_url
0024300045318,http://world-en.openfoodfacts.org/product/0024300045318/snowflake-brownies-little-debbie,Snowflake Brownies,,en:card-box,"en:biscuits-and-cakes,en:cakes",,,,"en:switzerland,en:united-states","en:flour,en:corn-syrup,en:palm-and-soybean-oils-with-tbhq-and-citric-acid-to-protect-flavor,en:sugar,en:dextrose,en:glucose,en:water,en:cocoa,en:contains-2-and-less-of-each-of-the-following,en:corn-starch,en:starch,en:soya-lecithin,en:e322,en:e322i,en:salt,en:raising-agent,en:e171,en:e150a,en:modified-corn-starch,en:modified-starch,en:soya-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:vegetable-oil,en:natural-and-artificial-flavouring,en:flavouring,en:natural-flavouring,en:artificial-flavouring,en:e435,en:e129,en:whey,en:dairy,en:soya-flour,en:legume,en:soya,en:soya-bean,en:egg-white,en:egg,en:e330,en:e200,en:wheat-flour,en:cereal,en:wheat,en:cereal-flour,en:e375,en:reduced-iron,en:minerals,en:iron,en:thiamin-mononitrate,en:thiamin,en:e101,en:folic-acid,en:folate,en:vitamins,en:powdered-sugar,en:e500ii,en:e500,en:e541,en:milk,en:to-preserve-freshness","en:gluten,en:milk",,"en:e129,en:e150c,en:e171,en:e200,en:e322,en:e322i,en:e330,en:e435,en:e500,en:e500ii,en:e541",https://images.openfoodfacts.org/images/products/002/430/004/5318/front_en.5.400.jpg
0024307002703,http://world-en.openfoodfacts.org/product/0024307002703/scottish-highland-blend,Scottish Highland Blend,,,"en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:black-teas",,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/002/430/700/2703/front_fr.6.400.jpg
0024463061095,http://world-en.openfoodfacts.org/product/0024463061095/sriracha-hot-chili-sauce-huy-fong,Sriracha hot chili sauce,482 g,"en:plastic,en:pet-polyethylene-terephthalate,en:bottle,en:green-dot,en:pet-bottle","en:groceries,en:sauces,en:hot-sauces,en:sriracha","United States,California,de:ESTADOS UNIDOS","estados-unidos,usa,united-states",en:green-dot,"en:france,en:germany,en:mexico,en:sweden,en:switzerland,en:united-states","en:chili-pepper,en:vegetable,en:sugar,en:added-sugar,en:disaccharide,en:salt,en:garlic,en:root-vegetable,en:e260,en:potassium-sorbate-and-sodium-bisulfite-as-preservatives,en:e415",en:sulphur-dioxide-and-sulphites,,"en:e260,en:e415",https://images.openfoodfacts.org/images/products/002/446/306/1095/front_en.100.400.jpg
0024463061163,http://world-en.openfoodfacts.org/product/0024463061163/sriracha-chili-sauce-cock-brand,Sriracha Chili Sauce,793 gl,"en:plastic,en:pet-polyethylene-terephthalate,en:mixed-plastic-cap,en:pet-bottle,en:plastic-bottle","en:sauces,en:hot-sauces,en:sauces-sriracha,en:groceries","Vereinigte Staaten von Amerika,Kalifornien",usa,,"en:france,en:germany,en:switzerland,en:united-states","en:chili-pepper,en:vegetable,en:sugar,en:added-sugar,en:disaccharide,en:salt,en:garlic,en:root-vegetable,en:e260,en:e202,en:e222,en:e415",,,"en:e202,en:e222,en:e260,en:e415",https://images.openfoodfacts.org/images/products/002/446/306/1163/front_en.9.400.jpg
0025000040863,http://world-en.openfoodfacts.org/product/0025000040863/lemonade-strawberry-simply,Lemonade Strawberry,,en:pet-bottle,"en:beverages,en:carbonated-drinks,en:sodas",,,,"en:switzerland,en:united-states","en:filtered-water,en:water,en:cane-sugar,en:added-sugar,en:disaccharide,en:sugar,en:lemon-juice,en:fruit,en:fruit-juice,en:strawberry-puree,en:berries,en:puree,en:strawberry,en:natural-flavouring,en:flavouring",,,,https://images.openfoodfacts.org/images/products/002/500/004/0863/front_en.9.400.jpg
002510130,http://world-en.openfoodfacts.org/product/002510130/sauce-a-salade,Sauce à salade,,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/002/510/130//front_fr.3.400.jpg
0026200117713,http://world-en.openfoodfacts.org/product/0026200117713/original-jumbo-sunflower-seeds,Original jumbo sunflower seeds,,,,,,,en:switzerland,en:ingredients-sunflower-seeds-salt-conagra-brands,,,,
00272,http://world-en.openfoodfacts.org/product/00272/spaghetti-proteici,Spaghetti Proteici,1000 g,en:bag,,,,,"en:france,en:switzerland",,,,,https://images.openfoodfacts.org/images/products/00272/front_fr.4.400.jpg
0028000002213,http://world-en.openfoodfacts.org/product/0028000002213/funghi-grigliati-migros,Funghi grigliati  Migros,,,,,,,"en:france,en:switzerland",,,,,
0028190007876,http://world-en.openfoodfacts.org/product/0028190007876/microwave-popcorn-butter-flavour-jolly-time,Microwave PopCorn - Butter Flavour,3 * 100 g (300 g),"en:cardboard,en:non-corrugated-cardboard","en:snacks,en:popcorn",,vereinigte-staten-von-amerika,"en:kosher,en:no-gluten,en:orthodox-union-kosher","en:france,en:germany,en:switzerland,en:united-states","en:whole-grain-non-gmo-pop-corn,en:corn-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:vegetable-oil,en:palm-oil,en:palm-oil-and-fat,en:salt,en:natural-flavouring,en:flavouring,en:butter,en:dairy,en:dry-buttermilk,en:tbhq-and-ascorbic-acid-to-preserve-freshness,en:e160b,en:cream",en:milk,"en:eggs,en:soybeans",,https://images.openfoodfacts.org/images/products/002/819/000/7876/front_en.57.400.jpg
0028190007944,http://world-en.openfoodfacts.org/product/0028190007944/microwave-popcorn-jolly-time,Microwave popcorn,300 g,,"en:snacks,en:popcorn",,,en:no-gluten,"en:belgium,en:france,en:switzerland,en:united-states","fr:mais-souffle-blanc,en:palm-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:palm-oil-and-fat,en:salt,en:natural-flavouring,en:flavouring",,,,https://images.openfoodfacts.org/images/products/002/819/000/7944/front_en.18.400.jpg
0028200008220,http://world-en.openfoodfacts.org/product/0028200008220/karotten,karotten,,,,,,,"en:france,en:switzerland",,,,,
0028400645492,http://world-en.openfoodfacts.org/product/0028400645492/potato-chips-lay-s,Potato chips,10 oz,,en:chips-and-fries,,,,"en:switzerland,en:united-states","en:autrition-facts-10-servings-per-container-sering-size-about-15-chips,en:off-amount-perserving-calories-160-daily-value-total-fat-10g-13-7-saturated-fat-1-5-trans-fat-0g-cholesterol-omg-sodium-170mıg-total-carbohydrate-15-dietary-fil-er-1g-total-sugars-less-than-g-protein-2g-0-7-6-5-vitamin-omcg-calcium-10mg-iron-0,en:emg-potssium-350mg-viranin-c-nott-significant-source-of-added-sugars,en:the-daily-value-in-a-erving-of-food-ov-tells-you-how-much-a-nutrient-contributes-to-calories-a-day-is-used-for-general-nutrition-advice,en:ingreuients,en:veg-table-oil,en:sunflower,en:plant,en:vor-canola,en:and-salt,en:a-daily-diet,en:2-000-corn-an-frito-lay,en:inc,en:plano,en:tx-75024-4099-2019-frito-lay-north-america-inc-e-smartlabel-scan-here-for-more-food-information-ind-us-on,en:2-g,en:potates",,,,https://images.openfoodfacts.org/images/products/002/840/064/5492/front_en.14.400.jpg
0029000026766,http://world-en.openfoodfacts.org/product/0029000026766/cheez-balls-planters,Cheez Balls,,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/002/900/002/6766/front_fr.3.400.jpg
0029981003534,http://world-en.openfoodfacts.org/product/0029981003534/torrine,Torrine,7 oz,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/002/998/100/3534/front_fr.3.400.jpg
00300000000001891639,http://world-en.openfoodfacts.org/product/00300000000001891639/rouleaux-de-printemps,Rouleaux de printemps,,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/000/000/00001891639/front_fr.3.400.jpg
00305075,http://world-en.openfoodfacts.org/product/00305075/echinacea-hibiscus-by-sainsbury-s,Echinacea & hibiscus,,,,,,,"en:switzerland,en:united-kingdom",,,,,https://images.openfoodfacts.org/images/products/00305075/front_fr.3.400.jpg
0030800009736,http://world-en.openfoodfacts.org/product/0030800009736/baton-en-sucre-a-l-arome-de-menthe-migros,Bâton en sucre à l'arôme de menthe,28 g,,,,,,en:switzerland,"en:sugar,en:added-sugar,en:disaccharide,en:glucose-syrup,en:monosaccharide,en:glucose,en:water,en:natural-flavouring,en:flavouring,en:colour,en:e163",,,en:e163,https://images.openfoodfacts.org/images/products/003/080/000/9736/front_fr.9.400.jpg
0030891051171,http://world-en.openfoodfacts.org/product/0030891051171/bonbons-de-tamarin-227g-goldenchef,Bonbons de tamarin 227g&quot;GOLDENCHEF&quot;,227 g,,"en:snacks,en:sweet-snacks,en:confectioneries,en:candies",,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/089/105/1171/front_fr.3.400.jpg
0030891051188,http://world-en.openfoodfacts.org/product/0030891051188/radis-secher-sucre-golden-chef,Radis sécher sucré,227g,,,,,,"en:germany,en:switzerland",,,,,https://images.openfoodfacts.org/images/products/003/089/105/1188/front_fr.3.400.jpg
0030891053755,http://world-en.openfoodfacts.org/product/0030891053755/radis-secher-sale,Radis sécher salé,,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/089/105/3755/front_fr.3.400.jpg
0031146254903,http://world-en.openfoodfacts.org/product/0031146254903/nongshim,Nongshim,114 g,,"en:meals,en:soups",,,,"en:france,en:switzerland,en:united-states","en:fortified-wheat-flour,en:cereal,en:flour,en:wheat,en:cereal-flour,en:wheat-flour,en:potato-starch,en:starch,en:palm-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:palm-oil-and-fat,en:modified-potato-starch,en:modified-starch,en:salt,en:contains-less-than-2-of-each-of-the-following,en:beef-fat,en:fat,en:animal-fat,en:beef-broth,en:animal,en:beef,en:broth,en:black-pepper,en:seed,en:pepper,en:e330,en:corn-starch,en:corn-syrup,en:added-sugar,en:disaccharide,en:vegetable,en:dextrose,en:monosaccharide,en:glucose,en:e627,en:e631,en:disodium-succinate,en:garlic,en:root-vegetable,en:ginger,en:condiment,en:spice,en:hydrolysed-soy-protein,en:protein,en:vegetable-protein,en:hydrolysed-vegetable-protein,en:soy-protein,en:maltodextrins,en:modified-tapioca-starch,en:tapioca,en:mushroom,en:natural-flavouring,en:flavouring,en:onion,en:paprika,en:e501i,en:e501,en:radish-sugar,en:e306,en:yeast-extract,en:yeast,en:yellow-corn-flour,en:corn,en:corn-flour,en:e375,en:reduced-iron,en:minerals,en:iron,en:thiamin-mononitrate,en:thiamin,en:e101,en:folic-acid,en:folate,en:beef-extract,en:spring-onion,en:carrot,en:red-chili-pepper,en:chili-pepper,en:colour,en:antioxidant",,,"en:e306,en:e330,en:e363,en:e501,en:e501i,en:e627,en:e631",https://images.openfoodfacts.org/images/products/003/114/625/4903/front_en.17.400.jpg
0031290720590,http://world-en.openfoodfacts.org/product/0031290720590/dark-chocolate-85-godiva,Dark chocolate 85 %,100 g,,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates",,,en:made-in-belgium,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/129/072/0590/front_fr.9.400.jpg
0031604017187,http://world-en.openfoodfacts.org/product/0031604017187/magnesium,Magnesium,,,,,,"en:gluten-free,en:no-artificial-flavors,en:no-preservatives",en:switzerland,"en:no-ture-made-250-mg-magnesium-essential-nutrient,en:muscle,en:heart-and-bone-healtht-200-tablets-dietary-supplement,en:supports-nerve",,,,https://images.openfoodfacts.org/images/products/003/160/401/7187/front_en.14.400.jpg
0031977514306,http://world-en.openfoodfacts.org/product/0031977514306/naruto-maki,Naruto Maki,,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/197/751/4306/front_fr.3.400.jpg
0032134215029,http://world-en.openfoodfacts.org/product/0032134215029/extreme-sour-hard-candy,Extreme sour hard candy,2 oz,,"en:snacks,en:sweet-snacks,en:confectioneries",,,,"en:switzerland,en:united-states","en:corn-syrup,en:sugar,en:microencapsulated-malic-acid,en:e330,en:e414,en:soya-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:vegetable-oil,en:e300,en:artificial-flavouring,en:flavouring,en:e903,en:corn-starch,en:starch,en:e133,en:e129,en:e102,en:e296,en:hydrogenated-palm-oil,en:oil,en:hydrogenated-oil,en:palm-oil-and-fat,en:hydrogenated-vegetable-oil,en:palm-oil,en:processing-aid",,,"en:e102,en:e129,en:e133,en:e296,en:e330,en:e414,en:e903",
0032200000009,http://world-en.openfoodfacts.org/product/0032200000009/crabe-en-morceaux,Crabe en morceaux,145 g,en:canned,,,,,"en:france,en:switzerland",,,,,https://images.openfoodfacts.org/images/products/003/220/000/0009/front_de.3.400.jpg
0032200006124,http://world-en.openfoodfacts.org/product/0032200006124/gelee-de-coing-bonne-maman,Gelée de coing Bonne Maman,,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:breakfasts,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:fruit-jellies,en:quince-jellies",,,,"en:france,en:switzerland",,,,,
0032200007077,http://world-en.openfoodfacts.org/product/0032200007077/zitronengras,Zitronengras,,,,,,,"en:france,en:switzerland",,,,,https://images.openfoodfacts.org/images/products/003/220/000/7077/front_de.3.400.jpg
0032458950354,http://world-en.openfoodfacts.org/product/0032458950354/smoked-chipotle-bbq-sauce,Smoked chipotle BBQ Sauce,,,"en:groceries,en:sauces,en:barbecue-sauces",,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/245/895/0354/front_fr.3.400.jpg
0033383240268,http://world-en.openfoodfacts.org/product/0033383240268/blackberries,Blackberries,,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/338/324/0268/front_fr.6.400.jpg
0033383600017,http://world-en.openfoodfacts.org/product/0033383600017,,32 oz,en:composite-bag,,,,,"en:switzerland,en:united-states",,,,,https://images.openfoodfacts.org/images/products/003/338/360/0017/front_en.3.400.jpg
0033674156926,http://world-en.openfoodfacts.org/product/0033674156926/alive-once-daily-women-s-50-vitamine,"Alive Once Daily Women's 50+, Vitamine",,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/367/415/6926/front_en.5.400.jpg
0033984010642,http://world-en.openfoodfacts.org/product/0033984010642/element-zinc-solgar,ELEMENT ZINC,,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/398/401/0642/front_fr.6.400.jpg
0033984013179,http://world-en.openfoodfacts.org/product/0033984013179/glucosamine-hyaluronic-acid-chondroitin-msm-solgar,Glucosamine Hyaluronic Acid Chondroitin MSM,120,,en:dietary-supplements,,,,en:switzerland,"en:supplement-facts-pp-serving-size,en:dv-amount-per-serving-10-calories-2-g-1-69-total-carbohydrate-120-mg-5-socliumt-1500-mg,en:glucosamine-hydrochloride,en:1200-mg,en:chondroitin-sulfate-1500-mg,en:msm,en:biocell-collagen-ii-providing,en:vegetable-cellulose,en:microcrystolline-cellulose,en:vegetable-stearic-acid,en:e551,en:vegetable-mogresi-stearate,en:vegetable-glycerin,en:3-tablets-servings-per-container,en:shellfish-free,en:methylsulfonylmethane,en:hydrolyzed-collagen-type-ii-180-mg-chondroitin-sulfate-hyaluronic-acid-300-mg-48-mg-30-mg-percent-daily-values,en:are-based-on-a-2-000-calorie-diet-daily-value,en:not-established-other-ingredients,en:dv",,,"en:e422,en:e460,en:e570",https://images.openfoodfacts.org/images/products/003/398/401/3179/front_en.4.400.jpg
0033984013209,http://world-en.openfoodfacts.org/product/0033984013209/amino-glutamin-aliment-d-appoint-avec-solgar,Amino glutamin aliment d'appoint avec,,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/398/401/3209/front_fr.3.400.jpg
0033984017603,http://world-en.openfoodfacts.org/product/0033984017603/fish-omega-3-solgar,Fish Omega-3,,,,,,,en:switzerland,"en:each-softgel-provides,en:ecosapentaenoic-acid,en:60-mg-docosahexaenoic-acid,en:100-mg-softgel-capsule-shell,en:vegetable-glycerin,en:antioxidant,en:fish-oil,en:oil-and-fat,en:oil,en:1000-mg-providing,en:epa,en:dha,en:e428,en:palm-kernel-oil,en:vegetable-oil-and-fat,en:palm-kernel-oil-and-fat,en:coconut-oil,en:vegetable-oil,en:natural-mixed-locopherols,en:1-0mega-3-polyunsaturated-fatty-acids-os-notural-triglycerides,en:from-bovine,en:vitamin-e",,,"en:e422,en:e428",
0033984032750,http://world-en.openfoodfacts.org/product/0033984032750/solgar,,,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/398/403/2750/front_en.3.400.jpg
0033984665378,http://world-en.openfoodfacts.org/product/0033984665378/spoonfuls-vegan-protein-nutritional-shake-chocolate-coconut-flavor-solgar,Spoonfuls Vegan protein nutritional shake chocolate coconut flavor,,,"en:dietary-supplements,en:bodybuilding-supplements,en:protein-shakes",,,"en:vegetarian,en:gluten-free,en:vegan",en:switzerland,,,,,
0034000214907,http://world-en.openfoodfacts.org/product/0034000214907/hershey-s-miniature-chocolate-candy,Hershey's miniature chocolate candy,,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/400/021/4907/front_en.8.400.jpg
0034000404230,http://world-en.openfoodfacts.org/product/0034000404230/blossom-top,Blossom-top,,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/400/040/4230/front_fr.3.400.jpg
0034000440887,http://world-en.openfoodfacts.org/product/0034000440887/peanut-butter-cups-3-pack-the-hershey-company,Peanut Butter Cups 3 Pack,51 g,"en:plastic,en:pack","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies",United States,united-states-if-america,"en:contains-gmos,en:pure-cocoa-butter","en:france,en:switzerland","fr:enrobage-saveur-chocolat-au-lait,fr:creme-de-beurre-de-cacahuetes,en:peanut,en:nut,en:sugar,en:added-sugar,en:disaccharide,en:dextrose,en:monosaccharide,en:glucose,en:cream,en:dairy,en:salt,en:antioxidant,en:e310,en:acidity-regulator,en:e330,fr:contient-des-ogm,en:cocoa-butter,en:cocoa,en:cocoa-paste,en:skimmed-milk-powder,en:milk-powder,en:lactose,en:emulsifier,en:soya-lecithin,en:e322,en:e322i,en:e476,en:e1503,fr:organismes-genetiquement-modifies","en:milk,en:peanuts,en:soybeans",,"en:e310,en:e322,en:e322i,en:e330,en:e476",https://images.openfoodfacts.org/images/products/003/400/044/0887/front_fr.51.400.jpg
0034000460632,http://world-en.openfoodfacts.org/product/0034000460632/peanut-butter-cups-thins-reese-s,Peanut butter cups thins,,,,,,,en:switzerland,en:lactose,en:milk,,,https://images.openfoodfacts.org/images/products/003/400/046/0632/front_en.11.400.jpg
0034000490356,http://world-en.openfoodfacts.org/product/0034000490356/reese-s,Reese's,,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/400/049/0356/front_fr.3.400.jpg
0034000702329,http://world-en.openfoodfacts.org/product/0034000702329/2-peanut-butter-cups-reese-s,2 peanut butter cups,42 g,,"en:snacks,en:sweet-snacks,en:confectioneries",,,,en:switzerland,en:dd-fa,,,,https://images.openfoodfacts.org/images/products/003/400/070/2329/front_en.36.400.jpg
0034000784738,http://world-en.openfoodfacts.org/product/0034000784738/ressens-spread-reese-s,ressens spread,368g,en:pot,"en:spreads,en:breakfasts,en:sweet-spreads,fr:pates-a-tartiner",,,en:gluten-free,en:switzerland,"en:sugar,en:peanut,en:nut,en:vegetable-oil,en:oil-and-fat,en:vegetable-oil-and-fat,fr:dtrose,fr:lalt-ecreme-en-poudre,fr:contient-2-et-moins-de,fr:sola,en:natural-vanilla-flavouring,en:flavouring,en:natural-flavouring,en:vanilla-flavouring,en:preservative,en:acid,fr:de-tournesol-et-de-paime,fr:cacao-traite-avec-de-l-alcali,en:e319,en:e330,fr:iers",,en:nuts,"en:e319,en:e330",https://images.openfoodfacts.org/images/products/003/400/078/4738/front_fr.4.400.jpg
0034027111494,http://world-en.openfoodfacts.org/product/0034027111494/tomato-ketchup-for-grownups,Tomato ketchup for grownups,,,"en:groceries,en:sauces,en:tomato-sauces,en:ketchup",,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/402/711/1494/front_fr.4.400.jpg
0036244534728,http://world-en.openfoodfacts.org/product/0036244534728/johann-strauss,Johann Strauss,,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/624/453/4728/front_fr.3.400.jpg
0037084303703,http://world-en.openfoodfacts.org/product/0037084303703/ok-lite,Ok lite,,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/708/430/3703/front_fr.3.400.jpg
0037200000011,http://world-en.openfoodfacts.org/product/0037200000011/langkorn-reis-10-minuten-uncle-ben-s,Langkorn-Reis 10 Minuten,1kg,en:bag,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices,en:long-grain-rices",,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/720/000/0011/front_fr.7.400.jpg
0037600106412,http://world-en.openfoodfacts.org/product/0037600106412/beurre-de-cacahuetes-extra-crunchy-skippy,Beurre de Cacahuètes Extra-Crunchy,340 g ℮,"en:jar,fr:point-vert","en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:spreads,en:breakfasts,en:nuts-and-their-products,en:plant-based-spreads,en:sweet-spreads,en:oilseed-purees,en:legume-butters,fr:pates-a-tartiner,en:nut-butters,en:peanut-butters",,,,"en:austria,en:france,en:french-polynesia,en:netherlands,en:switzerland","en:peanut,en:nut,fr:grillees-ar,en:sugar,en:added-sugar,en:disaccharide,en:colza-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:rapeseed-oil,en:cottonseed-oil,en:vegetable-oil,en:salt",en:peanuts,,,https://images.openfoodfacts.org/images/products/003/760/010/6412/front_fr.100.400.jpg
0037600110723,http://world-en.openfoodfacts.org/product/0037600110723/skippy-super-chunk-peanut-butter-super-chunk,"Skippy, super chunk peanut butter, super chunk",,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:fats,en:spreads,en:nuts-and-their-products,en:vegetable-fats,en:plant-based-spreads,en:oilseed-purees,en:legume-butters,en:nut-butters,en:peanut-butters",,,"en:no-gluten,en:verified","en:france,en:switzerland,en:united-states","en:roasted-peanuts,en:nut,en:peanut,en:sugar,en:added-sugar,en:disaccharide,en:hydrogenated-vegetable-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:oil,en:vegetable-oil,en:hydrogenated-oil,en:to-prevent-separation,en:salt,en:cottonseed,en:seed,en:soya-bean,en:legume,en:soya,en:rapeseed-oil",en:soybeans,,,https://images.openfoodfacts.org/images/products/003/760/011/0723/front_en.16.400.jpg
0037600785020,http://world-en.openfoodfacts.org/product/0037600785020/spam-hormel,Spam,340 g,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/760/078/5020/front_fr.3.400.jpg
0038000847615,http://world-en.openfoodfacts.org/product/0038000847615/chile-y-lemon-pringles,Chile y lemon,,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/800/084/7615/front_fr.3.400.jpg
0038100212290,http://world-en.openfoodfacts.org/product/0038100212290/corn-flakes-kellogg-s,Corn Flakes,23 g,en:box,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:extruded-cereals,en:extruded-flakes,en:corn-flakes",,,,"en:france,en:switzerland,en:united-states","en:milled-corn,en:sugar,en:added-sugar,en:disaccharide,en:malt-flavouring,en:flavouring,en:contains-2-and-less-of-salt,en:bht-added-to-packaging-for-freshness,en:vitamins,en:minerals,en:vitamin-c,en:e375,en:vitamin-b6,en:e101,en:thiamin,en:thiamin-hydrochloride,en:retinyl-palmitate,en:vitamin-a,en:folic-acid,en:folate,en:vitamin-d,en:vitamin-b12,en:iron,en:e301,en:e300,en:pyridoxine-hydrochloride",,,,https://images.openfoodfacts.org/images/products/003/810/021/2290/front_en.19.400.jpg
0038900012267,http://world-en.openfoodfacts.org/product/0038900012267/ananas-en-tranches-au-jus-dole,Ananas en tranches au jus,227 g,"en:metal,en:can,en:canned,en:puszka","en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:desserts,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:fruits-based-foods,en:canned-fruits,en:fruits-in-syrup,en:pineapple-in-syrup,en:canned-pineapples",,philippines,"en:no-bisphenol-a,en:rainforest-alliance,en:rich-in-vitamin-c","en:france,en:germany,en:poland,en:switzerland","en:pineapple,en:fruit,en:jus-d-ananas",,,,https://images.openfoodfacts.org/images/products/003/890/001/2267/front_en.26.400.jpg
0039000045049,http://world-en.openfoodfacts.org/product/0039000045049/pumpkin-libby-s,Pumpkin,425g,"en:box,en:aluminium-can,en:item,en:produit","en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables,en:pumpkin-and-squash-plant-products,en:pumpkins-and-their-products,en:pumpkins,en:pumpkin-pulp",United States,united-states,"en:no-gmos,en:no-preservatives,en:all-natural","en:france,en:germany,en:switzerland,en:united-states,en:en","en:pumpkin,en:vegetable",,,,https://images.openfoodfacts.org/images/products/003/900/004/5049/front_en.21.400.jpg
0039045379321,http://world-en.openfoodfacts.org/product/0039045379321/chipotle-burger-style-sauce,Chipotle burger style sauce,,,,,,,en:switzerland,,,,,https://images.openfoodfacts.org/images/products/003/904/537/9321/front_fr.3.400.jpg
0039047001107,http://world-en.openfoodfacts.org/product/0039047001107/pure-butter-shortbread-walkers,Pure Butter Shortbread,250 g e,"en:plastic,en:cardboard,en:card-box,en:mixed-plastic-bag","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:shortbread-cookies,en:shortbread",,"scotland,united-kingdom","en:kosher,en:green-dot,en:orthodox-union-kosher,en:pure-butter","en:france,en:switzerland,en:united-kingdom","en:wheat-flour,en:cereal,en:flour,en:wheat,en:cereal-flour,en:butter,en:dairy,en:sugar,en:added-sugar,en:disaccharide,en:salt,en:e170i,en:e170,en:e505,en:e375,en:thiamin,en:milk","en:gluten,en:milk",,,https://images.openfoodfacts.org/images/products/003/904/700/1107/front_en.16.400.jpg
0039047001152,http://world-en.openfoodfacts.org/product/0039047001152/pure-butter-walkers,Pure butter,150g,"en:plastic,en:cardboard,en:paperboard","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:shortbread-biscuit-with-butter",,schottland,en:green-dot,"en:france,en:germany,en:italy,en:switzerland,en:united-states","en:wheat-flour,en:cereal,en:flour,en:wheat,en:cereal-flour,en:butter,en:dairy,en:sugar,en:added-sugar,en:disaccharide,en:salt","en:gluten,en:milk",en:nuts,,https://images.openfoodfacts.org/images/products/003/904/700/1152/front_en.31.400.jpg
0039047001312,http://world-en.openfoodfacts.org/product/0039047001312/shortbread-triangles-150g-walkers,Shortbread triangles 150g,150 g,"en:cardboard,en:film","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:shortbread-cookies,en:shortbread",,ecosse,,"en:france,en:switzerland,en:united-states","en:wheat-flour,en:cereal,en:flour,en:wheat,en:cereal-flour,en:butter,en:dairy,en:sugar,en:added-sugar,en:disaccharide,fr:sel-presence-eventuelle-de-fruits-a-coque,en:e500i,en:e500,en:e505,en:e375,en:thiamin,en:milk","en:gluten,en:milk,en:nuts","en:nuts,en:peanuts","en:e500,en:e500i,en:e505",https://images.openfoodfacts.org/images/products/003/904/700/1312/front_fr.31.400.jpg
